number_of_pedestrians,number_of_vehicles,number_of_two_wheel_vehicles,proportion_of_speeding_vehicles,proportion_of_vehicles_without_lights,proportion_of_light_ignoring_vehicles,light_ignoring_percent,proportion_of_sign_ignoring_vehicles,sign_ignoring_percent,proportion_of_vehicle_ignoring_vehicles,vehicle_ignoring_percent,proportion_of_walker_ignoring_vehicles,walker_ignoring_percent,proportion_of_keeping_right_vehicles,keeping_right_percent,proportion_of_lane_changing_vehicles,lane_change_percent,proportion_of_misbehaving_pedestrians,proportion_of_running_pedestrians,proportion_of_road_crossing_pedestrians,number_of_junctions,distance_in_metres,area_in_square_metres,cloudiness,precipitation,precipitation_deposits,wind_intensity,sun_azimuth_angle,sun_altitude_angle,fog_density,fog_distance,wetness,fog_falloff,scattering_intensity,mie_scattering_scale,rayleigh_scattering_scale,dust_storm,difficulty
38,71,10,0.2483,0.2723,0.2252,38.5525,0.4209,25.4853,0.3063,22.9279,0.3145,29.5615,0.4624,29.6685,0.44,60.4505,0.5037,0.4023,0.3635,15.6818,1129.8998,2850068.4216,31.7068,5.2325,10.5788,41.9869,360.0,4.8307,0.0,9.3693,1.2441,0.0378,0.0314,0.0,267.9543,32.9189,18.5792
40,56,10,0.2548,0.3269,0.2115,37.7507,0.5443,29.3373,0.2724,20.2796,0.3241,28.9377,0.5226,33.0805,0.3559,53.5526,0.3663,0.4219,0.3926,13.5496,1288.4349,3669292.4306,29.1676,4.6801,12.2228,32.2939,360.0,5.2334,0.0,11.5892,1.0904,0.0307,0.0409,0.0,333.2105,33.5438,12.7678
41,56,10,0.3297,0.3116,0.2386,36.655,0.4331,27.3271,0.2663,25.6521,0.2596,24.4905,0.4213,33.6664,0.4124,49.8924,0.3636,0.4881,0.3934,14.3221,1316.0356,2753687.1464,26.1218,5.5177,13.1492,35.5454,297.3972,5.7491,0.0,12.6957,1.1457,0.0286,0.03,0.0,264.0134,35.5574,15.6201
28,57,13,0.2944,0.361,0.2007,28.8993,0.5304,24.2205,0.2333,25.5245,0.3056,26.3143,0.5715,38.8847,0.4531,56.1602,0.5058,0.4639,0.3337,11.1842,1027.647,2996011.5283,30.8381,4.4633,12.618,33.8227,307.8436,6.6389,0.0,11.5286,0.924,0.0352,0.0283,0.0,345.0974,36.3483,15.8364
28,54,12,0.2936,0.3297,0.1873,38.3339,0.4011,24.9837,0.2638,27.2819,0.2672,30.6045,0.4648,37.8766,0.4581,62.9363,0.3696,0.4094,0.2964,16.1594,1064.078,3424499.2263,26.7199,6.2168,12.7665,37.0719,291.8975,4.8547,0.0,9.5832,0.9788,0.0302,0.0386,0.0,336.6665,28.8592,17.2167
37,77,14,0.3389,0.3774,0.2018,35.6815,0.3973,26.4441,0.2209,20.9868,0.3257,22.8403,0.4384,39.0338,0.437,59.8825,0.4573,0.4636,0.3301,14.0881,1244.5492,3372336.4308,29.8967,5.6484,11.7155,36.5577,323.6764,4.7264,0.0,9.2247,1.3297,0.0329,0.0349,0.0,244.9904,29.3176,15.6134
28,68,13,0.2733,0.2883,0.2235,34.0624,0.462,28.5631,0.2694,27.8926,0.3076,26.7273,0.5356,39.03,0.4639,47.8789,0.3927,0.4133,0.2878,13.5754,1243.1578,3816624.3634,31.9253,4.7602,10.1243,36.0573,360.0,5.2729,0.0,9.6018,1.2022,0.0346,0.0349,0.0,296.0405,31.6166,18.1231
30,75,11,0.3352,0.2789,0.2173,37.4012,0.5178,32.6553,0.2823,25.029,0.2616,27.8287,0.3983,31.2981,0.4782,45.1558,0.3676,0.4132,0.3832,14.6893,1245.3492,2763801.007,26.8216,4.9458,11.7599,38.4382,347.4579,5.0971,0.0,9.2791,1.2442,0.0368,0.0368,0.0,251.5132,31.3888,15.7043
35,55,9,0.2552,0.3688,0.2172,37.7135,0.5328,24.944,0.2545,28.9247,0.3032,24.2481,0.4341,27.6851,0.484,61.0205,0.3615,0.411,0.377,15.4471,1037.5899,2811622.8582,37.3281,4.7232,9.5829,32.3816,360.0,5.295,0.0,12.6534,1.0475,0.029,0.0309,0.0,328.4438,32.7745,12.8551
32,65,11,0.2793,0.3676,0.2344,32.2877,0.5335,27.8038,0.2302,25.9895,0.3469,23.545,0.5324,31.614,0.4259,46.9789,0.3866,0.4566,0.3465,12.4132,973.2974,3324137.5357,33.0278,5.7175,11.5464,39.2233,295.4686,5.3937,0.0,11.9772,1.2982,0.0333,0.0301,0.0,238.4966,34.0143,15.9866
30,72,10,0.3313,0.2967,0.2491,38.3553,0.3981,31.4304,0.2196,20.5532,0.3112,25.0513,0.4097,39.916,0.4327,61.8313,0.4292,0.3907,0.3413,15.309,1146.5351,3460780.4702,31.3176,6.2283,11.69,36.3168,299.2181,4.8659,0.0,13.1118,1.303,0.0322,0.0311,0.0,334.9213,33.5143,14.4624
36,75,10,0.3454,0.3172,0.2334,27.7296,0.4703,32.7994,0.3087,28.5444,0.2836,27.5727,0.5117,30.5757,0.422,52.67,0.4647,0.3787,0.346,13.7843,920.6518,2799592.3007,27.5513,6.0828,10.7205,35.5646,295.9446,5.1807,0.0,9.5467,1.341,0.0381,0.0331,0.0,266.8894,31.6001,16.455
32,59,11,0.3362,0.3613,0.2407,37.1034,0.4384,26.6345,0.2511,22.7977,0.279,24.1181,0.4139,31.187,0.4647,50.4329,0.4957,0.4005,0.3394,11.9525,1250.6734,3706114.3914,30.1623,5.2661,13.2697,30.8108,281.7041,6.0536,0.0,13.4655,1.2434,0.0323,0.0288,0.0,260.2428,31.1532,16.5911
34,77,10,0.3214,0.3359,0.2116,37.6306,0.4252,24.4247,0.3094,24.33,0.3315,24.0912,0.4061,31.4377,0.458,47.9989,0.4904,0.409,0.291,14.4046,961.3904,2807355.04,31.0245,5.7367,10.3051,33.692,344.3535,5.4326,0.0,12.5279,1.0736,0.0356,0.0382,0.0,281.2331,36.6829,18.3411
40,61,12,0.299,0.302,0.1953,34.8695,0.5301,31.072,0.2226,22.5734,0.266,28.6345,0.4015,36.7474,0.4824,55.9425,0.4719,0.4527,0.3574,12.2459,1033.2195,2929327.6721,26.46,5.8089,12.7717,38.0477,264.6433,4.7607,0.0,9.3665,1.0517,0.028,0.0329,0.0,247.7971,25.7348,16.24
40,63,10,0.2765,0.284,0.2566,36.8901,0.4731,24.011,0.2781,20.1807,0.2639,26.7882,0.5141,39.2927,0.5084,49.1639,0.4672,0.4027,0.2913,15.7458,1052.7169,3486518.3791,35.5236,5.401,10.1967,35.9017,360.0,5.3143,0.0,10.2748,1.338,0.0377,0.0393,0.0,311.9848,25.9983,15.1672
36,67,12,0.3234,0.2682,0.2395,32.01,0.4036,27.7016,0.2677,20.1518,0.3544,32.4478,0.5493,34.9299,0.4616,60.9811,0.3919,0.5085,0.3004,12.9855,1254.9885,3423532.9739,26.1246,6.2107,12.3397,40.6464,360.0,4.5898,0.0,10.511,1.1991,0.0294,0.0398,0.0,302.1867,34.5345,17.3605
39,70,14,0.301,0.3063,0.2463,27.6691,0.4049,25.9809,0.2946,22.0697,0.3369,26.2488,0.4523,32.15,0.4748,61.1969,0.3834,0.432,0.2967,15.5666,1258.2875,3635268.8915,32.3991,5.4261,9.982,38.6265,360.0,4.5361,0.0,11.2076,1.1216,0.0351,0.0301,0.0,287.4684,28.8612,18.2989
37,54,10,0.2912,0.3475,0.2132,33.8801,0.4527,27.6948,0.3081,26.4809,0.2691,28.7561,0.4946,27.6779,0.3619,45.5267,0.443,0.3972,0.3396,14.1135,1230.7296,3362547.6168,34.4672,6.3172,10.1556,29.705,347.4845,5.4529,0.0,10.2075,0.9571,0.0358,0.0397,0.0,260.0245,36.8316,16.4508
41,79,12,0.2838,0.3258,0.1942,38.9722,0.4976,25.7735,0.298,24.5561,0.2525,27.4746,0.4694,33.8178,0.5164,57.1638,0.3751,0.3742,0.3248,12.8196,1226.9522,3450297.4149,36.0625,6.1929,12.765,36.8038,322.1255,6.0463,0.0,10.7441,1.0358,0.0375,0.04,0.0,285.5593,26.9899,13.3692
30,60,10,0.3376,0.2872,0.2246,29.6946,0.4169,22.8037,0.2812,22.5308,0.3535,31.976,0.5298,38.8363,0.4959,45.385,0.4919,0.3926,0.3591,12.1043,1017.9822,3839099.5713,35.9282,5.121,11.9306,40.8083,360.0,5.4824,0.0,11.7112,0.9679,0.0283,0.0393,0.0,335.3122,28.7753,16.4002
34,69,12,0.2986,0.3228,0.2666,30.3468,0.5553,25.7153,0.2841,20.9357,0.2616,29.0902,0.5325,32.8012,0.4386,54.2007,0.4233,0.4083,0.395,13.9322,1132.6439,2722750.0797,31.8887,4.3925,11.2184,33.3977,279.6743,6.5342,0.0,9.5343,1.1111,0.034,0.0319,0.0,296.2411,26.9984,15.1356
30,59,10,0.3469,0.3216,0.2695,33.5897,0.3992,33.5091,0.2466,28.9821,0.2965,24.9351,0.5328,30.8581,0.4903,60.5034,0.4855,0.434,0.3952,15.4878,1286.67,3490554.6288,30.734,5.8319,11.6262,40.808,301.1818,4.8307,0.0,10.231,1.2455,0.0357,0.0368,0.0,337.0024,35.8668,15.3199
28,60,12,0.3087,0.3759,0.2138,30.8886,0.4831,31.0651,0.3151,22.0002,0.2758,24.6003,0.4711,30.912,0.4438,45.153,0.3583,0.5062,0.3723,13.749,922.2115,3119554.2399,35.6491,5.2955,12.6984,38.2023,293.026,4.813,0.0,9.6862,0.9744,0.0264,0.0299,0.0,292.1853,25.8949,12.904
29,61,12,0.2595,0.3646,0.1948,32.5686,0.5225,30.7326,0.2894,27.6239,0.3004,26.3209,0.4857,37.6285,0.4039,48.2729,0.3839,0.3944,0.331,11.7533,1144.2254,3290985.2662,25.698,4.7668,10.1788,41.0794,270.46,5.7749,0.0,11.7485,1.0788,0.0273,0.04,0.0,297.5693,30.6637,18.3516
37,64,10,0.2891,0.3125,0.2519,34.4539,0.3939,31.6541,0.2471,24.2536,0.2944,22.6579,0.4372,31.5525,0.4802,55.3732,0.3609,0.3636,0.3891,14.6309,995.0842,3126000.8382,29.033,5.1395,12.5445,41.9856,333.9604,6.3032,0.0,10.6926,0.9847,0.0269,0.0353,0.0,242.8697,35.7178,16.2754
33,68,12,0.3026,0.376,0.1947,31.1952,0.4744,33.2759,0.3032,25.6565,0.255,31.5007,0.5243,30.4007,0.4812,45.3832,0.4614,0.435,0.3701,11.6239,1062.5827,3220659.6749,35.1535,4.411,11.2623,40.7564,263.3232,6.4998,0.0,10.6744,1.3329,0.0268,0.0322,0.0,336.218,31.5425,18.7489
37,54,12,0.25,0.272,0.2712,31.1651,0.4612,27.2511,0.2565,22.9209,0.3632,25.2289,0.4077,34.9236,0.4193,61.2226,0.3554,0.426,0.3082,12.0508,1233.4249,3819725.1317,28.164,5.1706,9.5947,41.0085,342.4773,6.1664,0.0,10.217,1.1028,0.0338,0.0302,0.0,274.7038,35.7805,14.4921
33,58,10,0.304,0.332,0.2366,31.9995,0.3973,27.3537,0.3067,28.1078,0.2908,27.735,0.455,39.9653,0.4262,49.0692,0.4731,0.3935,0.3466,12.7658,1168.8637,2752335.1088,34.083,4.6553,11.2032,33.4739,300.5515,5.1403,0.0,9.946,1.0235,0.0339,0.0394,0.0,346.5453,26.8557,13.6289
33,77,13,0.3296,0.2779,0.271,36.4924,0.5076,29.1246,0.2999,26.8548,0.3523,23.0404,0.4233,35.5642,0.4516,48.6811,0.4874,0.4511,0.2937,12.5404,997.897,2703002.3645,32.7734,5.2803,13.385,33.4665,311.4987,6.2822,0.0,12.1422,0.9837,0.0371,0.0406,0.0,266.2417,32.1775,15.8891
32,59,14,0.2613,0.3067,0.1936,35.8077,0.5238,29.2386,0.2229,20.0529,0.3386,31.606,0.4783,33.18,0.3788,54.4407,0.4543,0.411,0.3244,13.3576,1026.7754,2697451.6799,27.7317,5.0984,10.9787,32.7392,276.7519,4.8437,0.0,9.3402,1.1105,0.0339,0.0374,0.0,341.7824,36.9657,17.8494
37,61,11,0.2908,0.2999,0.2595,34.258,0.4279,30.5205,0.2854,26.5266,0.2673,29.9931,0.4813,32.5338,0.5131,44.1693,0.3945,0.4659,0.4162,13.2332,895.7875,3283535.5347,27.1941,4.5995,13.4814,30.7732,271.6161,4.8788,0.0,12.9226,1.1421,0.0353,0.0324,0.0,313.586,27.2196,13.3678
32,59,14,0.3189,0.3235,0.203,29.037,0.5259,31.8464,0.3109,22.7772,0.3587,28.4819,0.5371,29.5478,0.5203,55.568,0.4675,0.3681,0.3099,14.9023,1031.6603,3492424.26,34.3239,6.2466,9.4202,36.5279,263.3583,5.5611,0.0,12.7889,1.2039,0.0335,0.0305,0.0,307.4335,33.2525,17.9235
40,69,12,0.3118,0.3344,0.2135,36.3049,0.5128,29.8364,0.2865,24.9062,0.2586,30.4166,0.4416,28.5689,0.3679,58.6467,0.5075,0.4014,0.3189,15.577,1218.9586,3257781.3889,31.6288,5.0207,12.1845,32.3315,269.0234,5.8179,0.0,11.3485,1.135,0.0366,0.0351,0.0,265.0462,37.063,16.3457
38,54,12,0.2888,0.3005,0.2453,29.007,0.5301,28.48,0.2838,28.5482,0.3493,32.7905,0.4427,36.7389,0.4623,49.2432,0.3924,0.4849,0.3072,11.6795,1040.3888,3365341.0192,35.0598,5.4525,11.2817,36.9387,299.8982,6.5833,0.0,12.1079,1.3144,0.0274,0.036,0.0,283.726,28.2751,12.8168
35,77,12,0.2748,0.309,0.2492,34.3871,0.5344,25.1325,0.259,25.3076,0.3281,29.4257,0.5623,27.3957,0.4077,44.4549,0.3942,0.4734,0.3458,15.4312,1072.1601,3538105.37,34.7021,6.2942,12.4065,35.9502,315.661,5.7014,0.0,10.5187,1.2953,0.0356,0.0347,0.0,287.1666,30.5078,16.3829
35,56,13,0.2625,0.3426,0.2666,27.4957,0.4599,24.4755,0.2565,20.9665,0.34,32.0098,0.4669,35.6576,0.4011,49.5985,0.3839,0.4617,0.2941,13.2088,972.0585,2788220.1586,26.5606,5.6395,9.5667,29.2908,350.9839,6.2254,0.0,12.5252,1.1064,0.027,0.029,0.0,295.1142,27.4145,16.8604
30,76,9,0.3432,0.3895,0.2183,31.0693,0.5598,30.3721,0.2868,27.7423,0.3658,27.4355,0.4654,31.4625,0.3773,46.5493,0.4328,0.4292,0.3185,12.6209,1266.0324,3576165.8324,27.4248,4.7382,11.6377,37.1517,347.6188,5.9982,0.0,13.2494,1.3254,0.0277,0.034,0.0,262.3963,31.9331,13.2671
36,71,13,0.2663,0.3229,0.2555,33.6104,0.4782,26.9863,0.2381,23.9277,0.2513,32.8786,0.4205,28.6658,0.4034,63.2903,0.3614,0.3804,0.3545,12.8782,1161.8292,2699109.1847,37.2781,6.1892,9.5796,41.7349,324.8666,4.6349,0.0,12.1078,1.0862,0.0298,0.0392,0.0,283.6937,29.7542,18.3483
37,62,12,0.3121,0.3016,0.2172,36.838,0.3853,24.4289,0.3017,25.5099,0.3275,27.3923,0.4446,34.5306,0.422,49.7977,0.4529,0.5114,0.411,14.3411,1263.6527,3259509.908,37.4801,5.1631,10.9202,39.8671,276.7931,6.3461,0.0,13.1102,1.1639,0.0267,0.0351,0.0,278.566,26.5401,13.4483
28,63,10,0.3447,0.3178,0.2478,29.7611,0.4379,23.592,0.2301,20.6555,0.3032,23.5167,0.4934,35.7892,0.4739,62.095,0.4051,0.4737,0.2901,15.8123,1160.6182,3630732.5184,36.3184,5.3683,11.1982,41.1386,285.5001,6.1378,0.0,11.3352,1.019,0.0298,0.0283,0.0,264.8694,27.1028,12.9336
33,59,12,0.2623,0.2804,0.2176,36.284,0.543,29.512,0.2782,23.526,0.3411,32.6059,0.4465,31.6504,0.5125,49.6906,0.3499,0.4063,0.3922,15.6919,918.3583,3593297.2432,25.7503,5.1799,13.2023,29.6894,309.4239,6.6377,0.0,13.4706,1.0612,0.0375,0.0288,0.0,338.568,31.9023,18.3856
40,57,12,0.2585,0.3064,0.2339,34.5169,0.4939,32.7552,0.2233,22.0732,0.3482,23.586,0.5306,32.9233,0.4687,57.5142,0.349,0.3884,0.3496,15.5358,1248.5063,3497455.6608,27.1389,5.4726,11.262,41.8011,343.8723,4.6338,0.0,13.007,1.2202,0.0359,0.0283,0.0,322.016,31.4272,16.2367
38,70,12,0.3264,0.2713,0.2371,37.3323,0.4248,23.8404,0.2308,24.0617,0.2883,27.1374,0.4806,37.8902,0.3755,52.2268,0.4836,0.3698,0.3459,12.4806,1153.5367,2862078.8189,34.5606,6.2492,9.8894,42.3732,354.5448,4.9583,0.0,13.2825,0.938,0.033,0.0371,0.0,328.5245,32.4613,15.0468
32,64,10,0.3011,0.2837,0.2055,38.2847,0.3828,26.4594,0.3181,26.8052,0.3471,30.555,0.4873,38.2557,0.4758,45.5725,0.4227,0.5054,0.3077,13.3692,969.4668,2712890.227,27.7686,4.4095,9.4483,38.9025,353.5699,4.6387,0.0,9.3951,1.0662,0.0286,0.0327,0.0,313.9834,26.972,18.0812
28,74,13,0.3024,0.3075,0.2231,29.4118,0.4282,31.3106,0.2187,28.6516,0.3157,26.0889,0.4928,33.8502,0.4062,49.5856,0.456,0.4557,0.297,12.2857,1276.7265,3169995.6956,27.9591,5.7272,9.4258,42.1791,339.5496,5.3687,0.0,9.6442,0.9586,0.0287,0.0317,0.0,289.1663,30.8154,13.1355
38,68,11,0.2381,0.2715,0.2269,31.0517,0.4927,26.6635,0.3143,28.6368,0.256,29.6551,0.4877,27.7967,0.4737,57.5906,0.3546,0.5022,0.4026,14.5639,1001.8089,3396565.8727,31.6847,4.9484,11.5895,32.4108,360.0,5.548,0.0,9.6041,1.1926,0.0385,0.0343,0.0,322.7902,26.0104,15.7209
33,77,11,0.3437,0.3096,0.2501,34.9383,0.3824,23.9334,0.2516,28.5941,0.3562,23.2365,0.4779,38.4722,0.3574,46.7096,0.4601,0.3585,0.38,11.8776,1265.2629,3399899.953,37.4115,5.1848,10.711,32.4474,297.2737,4.8278,0.0,12.8623,0.9793,0.034,0.0344,0.0,289.1672,29.0465,15.1146
37,65,11,0.2541,0.3771,0.2005,33.7286,0.4156,26.8591,0.3168,21.3365,0.3464,25.5769,0.5704,29.3663,0.4023,63.1903,0.3782,0.4701,0.3321,14.9499,1146.4496,3513410.5811,34.3168,6.0402,11.8,39.4161,348.9605,5.164,0.0,9.6502,1.0688,0.037,0.0337,0.0,242.9303,33.3702,18.5707
31,73,10,0.2752,0.3407,0.2684,38.9653,0.4611,32.675,0.3025,27.7893,0.3164,24.5025,0.4592,27.4421,0.484,56.6256,0.3743,0.4776,0.3056,13.5702,1291.0344,3347872.6062,31.9496,5.5981,10.8317,36.9922,308.3327,5.9479,0.0,12.4118,1.0223,0.0318,0.0362,0.0,309.646,35.625,14.0264
31,72,10,0.2504,0.3252,0.2031,27.0839,0.4274,30.3046,0.3026,26.7142,0.3087,29.9353,0.4218,34.5478,0.3786,44.5027,0.4309,0.4049,0.316,11.3036,1193.2445,2897978.3266,37.576,5.5167,9.9696,39.7896,282.0389,5.6812,0.0,11.6151,0.9951,0.0283,0.0286,0.0,334.4355,30.4243,14.7043
38,69,12,0.2368,0.3517,0.23,26.9594,0.5331,24.6895,0.2856,25.0913,0.2736,33.1358,0.4034,33.66,0.4662,58.9773,0.4779,0.417,0.4032,14.0363,1245.047,2783299.5154,34.5212,6.3587,11.0909,39.4703,337.2474,4.7685,0.0,10.9367,1.0724,0.0283,0.0311,0.0,282.3194,28.9487,15.2358
32,62,10,0.33,0.3702,0.2492,38.1583,0.4113,26.7515,0.2937,23.1618,0.301,26.2853,0.5721,33.3541,0.4617,60.966,0.3616,0.444,0.3221,13.6722,1059.0132,3403306.5893,36.7543,5.4112,11.2162,40.7042,294.2846,5.6649,0.0,9.3109,1.2656,0.0291,0.0294,0.0,310.039,25.7111,15.8543
28,70,11,0.2951,0.3596,0.194,37.1535,0.4371,29.8053,0.303,23.3878,0.3468,30.0436,0.5121,27.7994,0.3936,48.5253,0.4375,0.4751,0.37,12.1891,1298.6877,3300781.672,26.7824,4.5654,12.0683,38.2672,298.8075,4.5606,0.0,13.0391,1.3323,0.0364,0.0404,0.0,271.0349,30.5527,15.6845
29,75,13,0.3292,0.2733,0.1904,28.0465,0.5443,23.5864,0.2206,27.482,0.3114,31.1646,0.574,32.6,0.3977,63.4795,0.4535,0.5007,0.3828,12.5735,1175.1924,3156814.5977,27.1648,4.7045,11.1737,42.1117,288.3687,4.5466,0.0,12.2297,0.9987,0.0361,0.0357,0.0,315.7793,32.7728,16.7876
38,79,14,0.3411,0.3511,0.2243,38.1582,0.5447,30.8541,0.2675,26.5567,0.3181,27.2329,0.4034,37.629,0.5046,58.907,0.4387,0.3575,0.3878,15.0904,1140.057,3009678.6992,30.6255,4.5094,11.4901,35.5157,360.0,4.6321,0.0,12.8866,0.9386,0.0289,0.0286,0.0,263.361,27.1347,16.8685
38,64,10,0.2725,0.2928,0.2707,37.778,0.4162,32.1041,0.226,22.4869,0.3012,23.8216,0.5581,33.5348,0.5004,60.8411,0.4116,0.462,0.3978,13.76,1245.37,3111120.8871,34.0878,6.1636,10.567,36.9568,360.0,5.2335,0.0,12.2842,1.0914,0.0317,0.0288,0.0,242.3027,30.3377,14.9382
41,62,11,0.2876,0.3323,0.2034,35.9738,0.4799,22.8255,0.2549,21.714,0.3503,29.3571,0.4621,38.8452,0.4766,53.9791,0.3581,0.3902,0.3363,15.8087,1024.176,3008772.2289,31.1988,6.3639,11.8085,33.9027,280.8322,5.8896,0.0,9.9409,0.9617,0.0278,0.0402,0.0,322.3699,30.8197,18.1279
29,64,12,0.2661,0.294,0.2097,33.1857,0.4494,24.554,0.293,20.0675,0.2629,25.2556,0.5571,32.8555,0.3726,59.9434,0.4874,0.3964,0.2992,13.2763,1082.3602,3197561.7112,34.9326,5.4349,12.905,36.8692,266.4572,5.9633,0.0,10.3547,1.2816,0.0346,0.0381,0.0,252.8341,30.1223,17.3195
32,69,10,0.2944,0.3701,0.2537,30.7083,0.4101,32.7262,0.2265,21.447,0.3482,31.8023,0.5608,31.6975,0.4944,49.8662,0.3798,0.5013,0.3729,15.8263,1210.8214,3587498.5829,29.6604,5.6608,12.8772,29.9461,330.2484,4.5361,0.0,10.011,1.2267,0.0345,0.0359,0.0,299.2121,29.4552,14.9657
31,66,13,0.2487,0.38,0.2276,28.6026,0.5266,23.6454,0.2282,21.0841,0.2651,32.5831,0.4989,31.7727,0.5151,48.6309,0.4202,0.4124,0.3122,15.0746,988.587,2701195.4659,31.5734,4.6771,10.3337,32.6353,360.0,5.9433,0.0,12.2177,0.9751,0.0379,0.033,0.0,245.3475,29.5256,18.0
37,75,10,0.3141,0.3142,0.2022,33.9808,0.4366,24.2432,0.2344,24.1462,0.3226,27.1747,0.4557,32.0013,0.3721,46.7295,0.3701,0.4245,0.3681,13.3745,1200.9896,3857150.9436,30.6999,6.0976,9.3561,30.1661,275.4527,4.6784,0.0,10.3696,1.2925,0.0371,0.036,0.0,327.2833,29.0054,18.1468
28,77,11,0.2536,0.3423,0.1954,29.3096,0.4611,31.6458,0.218,28.6253,0.3397,31.6301,0.474,29.5591,0.4207,61.5194,0.4571,0.3663,0.4131,16.2359,986.964,3065247.0064,34.9866,4.7132,11.1099,32.0964,273.6596,5.8657,0.0,11.6155,0.9385,0.0267,0.0324,0.0,324.4618,32.3321,16.5736
29,67,13,0.2655,0.2887,0.2444,26.8703,0.4661,33.1635,0.2533,22.5726,0.3072,23.7566,0.4452,32.0056,0.4432,61.9039,0.4895,0.4021,0.3542,13.5881,1300.9782,3832806.9384,27.4157,4.8955,12.904,32.3642,341.868,6.5842,0.0,11.9667,1.2172,0.0338,0.0339,0.0,338.2637,26.084,16.3612
36,57,13,0.241,0.3655,0.2325,34.113,0.5338,23.5425,0.2897,20.891,0.3618,26.0312,0.5296,39.1711,0.5154,54.5748,0.5026,0.4775,0.4151,15.6054,1279.3789,2962062.6063,26.1177,4.5903,9.8868,34.514,302.9628,6.1807,0.0,11.5948,1.1797,0.0352,0.0385,0.0,275.2505,36.3619,14.5976
29,64,13,0.3308,0.3346,0.2199,36.331,0.4818,30.8343,0.3041,26.2334,0.3266,25.7786,0.4691,30.8547,0.4157,45.4138,0.3815,0.361,0.3229,13.0078,1203.2888,3170971.6959,29.2326,5.8539,9.2826,34.6796,348.0725,4.7359,0.0,11.2562,1.1309,0.0332,0.0409,0.0,244.5149,33.0546,12.9263
34,61,10,0.2954,0.3815,0.2594,37.6732,0.5402,28.0776,0.2245,24.126,0.3193,29.0624,0.442,38.9976,0.4169,50.7461,0.4488,0.353,0.3421,11.183,1078.0584,2832658.2908,31.4082,6.0393,13.3157,32.0668,328.7758,4.9747,0.0,11.5796,1.036,0.0284,0.0354,0.0,294.0737,27.0915,18.329
35,74,11,0.3167,0.2867,0.2335,30.8517,0.5062,28.4066,0.242,23.7099,0.3549,27.8523,0.4873,34.1382,0.4745,55.8743,0.4583,0.3993,0.3513,12.3573,1137.6493,3618071.9462,30.3102,5.5815,12.8522,36.671,276.2196,6.4133,0.0,10.6611,1.0608,0.0271,0.0359,0.0,336.6902,34.5543,16.2747
39,78,12,0.2865,0.3456,0.2697,36.5997,0.4769,23.4003,0.244,24.5353,0.333,24.4513,0.4928,33.9595,0.4207,49.1719,0.381,0.3859,0.3734,13.0578,1299.6315,3271840.8175,37.6804,4.5054,12.6914,40.7784,349.3075,5.5015,0.0,10.5235,1.2039,0.0343,0.0312,0.0,243.3992,34.1723,13.0704
34,57,12,0.3189,0.3473,0.2453,34.4128,0.5381,31.6543,0.2523,24.7973,0.2996,31.7656,0.4199,36.0184,0.4937,58.1612,0.3537,0.4533,0.4153,13.7033,1061.4233,3392956.5362,35.7668,6.3217,9.6221,41.968,360.0,6.2254,0.0,12.5183,1.2021,0.0289,0.0386,0.0,253.5653,30.2731,14.9738
32,67,13,0.3032,0.3459,0.2653,29.8581,0.5138,27.5541,0.304,20.843,0.2549,29.938,0.4513,36.1577,0.4758,46.5008,0.455,0.4763,0.3694,13.8051,905.4637,3745894.7154,29.2066,5.3309,10.1513,39.7852,344.4331,4.9921,0.0,12.4968,1.2737,0.0325,0.0295,0.0,341.3088,29.4647,18.3762
36,70,10,0.2378,0.3306,0.2304,27.8959,0.5593,27.9563,0.2811,25.7072,0.3227,28.0068,0.5183,36.7058,0.3905,44.1345,0.414,0.4722,0.4053,11.2915,1211.7695,3173964.8099,37.6061,6.1388,10.1304,33.2196,359.0343,5.2788,0.0,12.7402,1.0405,0.0283,0.0297,0.0,242.4226,37.1098,17.8232
41,77,11,0.3343,0.3905,0.2373,34.8174,0.3979,25.1707,0.298,23.0605,0.3275,30.6543,0.5022,33.5075,0.4094,49.4509,0.3545,0.3951,0.3182,14.4043,1095.4895,3401679.4233,27.8242,4.9972,11.5927,29.6148,350.6335,5.8797,0.0,13.3367,1.2914,0.0369,0.0403,0.0,288.1475,36.9708,13.3526
30,77,13,0.2775,0.3213,0.2632,28.8102,0.4366,25.8382,0.2439,23.1679,0.2579,25.8465,0.5624,32.9612,0.458,50.3444,0.4399,0.4352,0.3202,11.7461,1281.5567,2783282.931,36.9017,6.1598,9.9006,29.3084,335.2911,4.5673,0.0,13.4274,1.1906,0.0364,0.029,0.0,282.3998,34.8796,15.9423
38,66,11,0.3432,0.3555,0.2073,37.8425,0.4714,22.8805,0.2526,22.2552,0.2958,26.3099,0.4743,37.2683,0.3758,57.305,0.3718,0.3541,0.3021,13.5227,1236.5178,3229866.53,36.8483,5.0684,13.0382,37.6606,346.8794,6.456,0.0,12.8033,1.1234,0.0356,0.0332,0.0,323.975,33.2181,15.6401
41,71,12,0.3173,0.2938,0.239,32.4888,0.4121,27.9189,0.2681,24.4664,0.2928,25.369,0.4208,27.484,0.506,61.246,0.3647,0.4991,0.3145,16.2318,1166.9729,3525294.9497,36.5976,5.6957,11.4021,32.2991,275.4679,6.6383,0.0,10.1289,1.2374,0.0289,0.0297,0.0,267.7511,36.7691,13.8559
